user_id,signup_date,plan_type,monthly_fee,churn,churn_date
1517,7/15/2024,Premium,49.99,No,
1518,12/30/2024,Standard,29.99,Yes,12/31/2024
1519,11/29/2023,Standard,29.99,No,
1520,1/26/2024,Basic,14.99,No,
1521,9/3/2024,Premium,49.99,No,
1522,6/27/2024,Basic,14.99,No,
1523,10/29/2023,Basic,14.99,Yes,3/28/2024
1524,4/9/2024,Standard,29.99,No,
1525,6/1/2024,Premium,49.99,Yes,12/31/2024
1526,9/11/2024,Standard,29.99,No,
1527,3/16/2024,Basic,14.99,No,
1528,4/12/2023,Standard,29.99,No,
1529,12/19/2024,Basic,14.99,No,
1530,4/28/2023,Basic,14.99,Yes,8/26/2023
1531,11/1/2024,Premium,49.99,No,
1532,10/28/2024,Standard,29.99,No,
1533,7/18/2024,Premium,49.99,No,
1534,8/9/2023,Basic,14.99,Yes,8/14/2024
1535,3/16/2024,Basic,14.99,No,
1536,4/7/2024,Standard,29.99,Yes,12/31/2024
1537,8/22/2023,Basic,14.99,No,
1538,2/28/2024,Standard,29.99,Yes,12/11/2024
1539,12/14/2023,Basic,14.99,Yes,12/31/2024
1540,4/9/2024,Basic,14.99,No,
1541,2/13/2024,Standard,29.99,Yes,12/31/2024
1542,3/1/2024,Basic,14.99,Yes,8/6/2024
1543,4/8/2023,Standard,29.99,Yes,4/12/2024
1544,11/17/2023,Standard,29.99,No,
1545,3/13/2024,Standard,29.99,Yes,12/31/2024
1546,11/17/2023,Basic,14.99,No,
1547,11/12/2024,Basic,14.99,Yes,12/31/2024
1548,9/19/2023,Basic,14.99,No,
1549,1/19/2024,Standard,29.99,Yes,7/9/2024
1550,6/6/2023,Premium,49.99,No,
1551,12/4/2024,Standard,29.99,No,
1552,4/30/2024,Premium,49.99,Yes,12/31/2024
1553,3/10/2023,Standard,29.99,Yes,12/31/2024
1554,4/4/2023,Basic,14.99,No,
1555,3/29/2023,Standard,29.99,No,
1556,4/6/2023,Premium,49.99,No,
1557,3/18/2024,Basic,14.99,Yes,12/31/2024
1558,4/9/2023,Basic,14.99,No,
1559,1/17/2024,Standard,29.99,Yes,11/13/2024
1560,5/14/2023,Premium,49.99,No,
1561,7/23/2024,Standard,29.99,No,
1562,3/3/2023,Basic,14.99,Yes,8/20/2023
1563,8/23/2024,Standard,29.99,No,
1564,7/29/2024,Basic,14.99,Yes,10/6/2024
1565,7/29/2024,Basic,14.99,No,
1566,12/4/2023,Basic,14.99,No,
1567,11/17/2024,Basic,14.99,No,
1568,5/6/2023,Standard,29.99,Yes,4/20/2024
1569,2/25/2024,Basic,14.99,No,
1570,12/29/2023,Premium,49.99,Yes,10/6/2024
1571,11/12/2024,Standard,29.99,No,
1572,3/9/2024,Basic,14.99,No,
1573,2/22/2023,Standard,29.99,No,
1574,10/22/2023,Basic,14.99,No,
1575,9/6/2024,Premium,49.99,Yes,12/31/2024
1576,11/16/2023,Basic,14.99,No,
1577,12/27/2023,Standard,29.99,No,
1578,4/17/2023,Basic,14.99,No,
1579,8/14/2024,Basic,14.99,No,
1580,6/3/2024,Basic,14.99,No,
1581,8/6/2023,Standard,29.99,No,
1582,6/8/2023,Standard,29.99,No,
1583,11/3/2024,Basic,14.99,Yes,12/31/2024
1584,5/8/2024,Premium,49.99,No,
1585,8/18/2023,Standard,29.99,No,
1586,4/21/2023,Premium,49.99,Yes,7/13/2024
1587,12/25/2023,Standard,29.99,Yes,9/12/2024
1588,7/23/2024,Premium,49.99,No,
1589,1/12/2024,Standard,29.99,No,
1590,4/28/2023,Standard,29.99,Yes,12/31/2024
1591,10/13/2023,Standard,29.99,No,
1592,8/10/2024,Basic,14.99,No,
1593,8/20/2023,Basic,14.99,Yes,6/10/2024
1594,3/15/2024,Basic,14.99,Yes,7/7/2024
1595,7/28/2024,Premium,49.99,No,
1596,9/28/2024,Basic,14.99,Yes,12/31/2024
1597,9/20/2024,Basic,14.99,Yes,11/6/2024
1598,11/22/2024,Premium,49.99,No,
1599,10/20/2024,Premium,49.99,No,
1600,7/24/2024,Basic,14.99,Yes,12/31/2024
1601,1/27/2023,Standard,29.99,Yes,3/24/2023
1602,9/15/2024,Standard,29.99,No,
1603,11/4/2024,Basic,14.99,No,
1604,12/11/2024,Basic,14.99,Yes,12/31/2024
1605,10/1/2023,Basic,14.99,No,
1606,1/30/2023,Basic,14.99,Yes,4/5/2023
1607,7/4/2023,Standard,29.99,No,
1608,10/7/2023,Premium,49.99,Yes,1/15/2024
1609,12/20/2024,Basic,14.99,No,
1610,11/13/2023,Basic,14.99,No,
1611,12/14/2023,Basic,14.99,No,
1612,12/26/2023,Basic,14.99,No,
1613,1/7/2023,Premium,49.99,No,
1614,7/5/2023,Basic,14.99,Yes,12/11/2023
1615,5/27/2023,Basic,14.99,No,
1616,8/2/2024,Basic,14.99,Yes,10/4/2024
1617,11/4/2024,Basic,14.99,No,
1618,2/15/2024,Basic,14.99,No,
1619,3/13/2023,Premium,49.99,No,
1620,5/26/2023,Basic,14.99,No,
1621,10/10/2024,Basic,14.99,No,
1622,2/1/2023,Premium,49.99,No,
1623,4/4/2023,Premium,49.99,No,
1624,6/27/2024,Basic,14.99,No,
1625,8/9/2023,Basic,14.99,No,
1626,1/21/2024,Basic,14.99,Yes,11/30/2024
1627,3/5/2024,Basic,14.99,Yes,6/27/2024
1628,4/9/2024,Premium,49.99,No,
1629,12/16/2023,Standard,29.99,No,
1630,6/11/2023,Basic,14.99,No,
1631,1/14/2024,Basic,14.99,No,
1632,11/16/2023,Premium,49.99,Yes,8/28/2024
1633,11/29/2023,Basic,14.99,Yes,3/8/2024
1634,8/4/2024,Basic,14.99,No,
1635,9/2/2024,Basic,14.99,No,
1636,3/28/2023,Premium,49.99,No,
1637,2/23/2023,Basic,14.99,No,
1638,6/9/2023,Basic,14.99,No,
1639,6/11/2023,Basic,14.99,Yes,5/26/2024
1640,9/24/2024,Premium,49.99,Yes,11/19/2024
1641,2/20/2023,Standard,29.99,No,
1642,11/21/2024,Standard,29.99,No,
1643,3/25/2023,Basic,14.99,No,
1644,10/6/2023,Standard,29.99,Yes,12/31/2024
1645,3/29/2024,Standard,29.99,No,
1646,11/8/2024,Standard,29.99,Yes,12/31/2024
1647,3/10/2024,Basic,14.99,No,
1648,5/12/2024,Basic,14.99,No,
1649,9/13/2024,Basic,14.99,Yes,10/22/2024
1650,3/28/2024,Basic,14.99,No,
1651,2/29/2024,Basic,14.99,No,
1652,10/7/2023,Basic,14.99,No,
1653,8/9/2023,Basic,14.99,No,
1654,6/8/2024,Standard,29.99,No,
1655,4/27/2023,Basic,14.99,No,
1656,12/20/2023,Standard,29.99,No,
1657,3/16/2024,Standard,29.99,Yes,9/7/2024
1658,4/24/2023,Basic,14.99,No,
1659,10/18/2023,Premium,49.99,Yes,12/31/2024
1660,11/25/2024,Standard,29.99,No,
1661,11/25/2024,Premium,49.99,No,
1662,8/30/2024,Basic,14.99,No,
1663,5/13/2024,Standard,29.99,No,
1664,6/23/2024,Basic,14.99,No,
1665,11/14/2024,Basic,14.99,No,
1666,11/12/2023,Basic,14.99,Yes,12/31/2024
1667,2/16/2023,Basic,14.99,No,
1668,8/14/2023,Standard,29.99,No,
1669,2/9/2024,Basic,14.99,Yes,12/31/2024
1670,9/5/2024,Standard,29.99,No,
1671,2/26/2023,Premium,49.99,No,
1672,1/8/2023,Basic,14.99,No,
1673,7/29/2023,Premium,49.99,Yes,11/18/2023
1674,11/5/2023,Basic,14.99,Yes,12/31/2024
1675,8/5/2023,Premium,49.99,No,
1676,5/21/2023,Standard,29.99,No,
1677,9/19/2023,Basic,14.99,No,
1678,10/24/2023,Premium,49.99,Yes,3/30/2024
1679,12/2/2023,Basic,14.99,Yes,2/23/2024
1680,5/3/2023,Basic,14.99,No,
1681,1/8/2023,Premium,49.99,No,
1682,5/24/2024,Standard,29.99,No,
1683,3/16/2024,Basic,14.99,No,
1684,6/29/2023,Basic,14.99,No,
1685,5/13/2023,Standard,29.99,No,
1686,1/25/2024,Basic,14.99,No,
1687,6/29/2024,Basic,14.99,No,
1688,12/21/2024,Standard,29.99,No,
1689,8/24/2023,Standard,29.99,No,
1690,5/27/2024,Standard,29.99,No,
1691,7/26/2024,Standard,29.99,Yes,11/18/2024
1692,11/15/2024,Basic,14.99,No,
1693,12/29/2023,Standard,29.99,Yes,3/9/2024
1694,3/15/2023,Standard,29.99,No,
1695,2/11/2024,Basic,14.99,No,
1696,2/13/2023,Standard,29.99,No,
1697,3/22/2024,Premium,49.99,No,
1698,1/20/2023,Standard,29.99,Yes,4/1/2023
1699,4/15/2024,Premium,49.99,Yes,12/31/2024
1700,3/21/2023,Basic,14.99,No,
1701,11/17/2023,Standard,29.99,Yes,12/31/2024
1702,8/12/2024,Standard,29.99,No,
1703,3/15/2024,Basic,14.99,No,
1704,8/10/2024,Standard,29.99,Yes,12/31/2024
1705,2/19/2024,Basic,14.99,No,
1706,12/27/2024,Basic,14.99,No,
1707,10/17/2024,Standard,29.99,No,
1708,3/3/2024,Standard,29.99,No,
1709,10/24/2023,Standard,29.99,No,
1710,4/28/2023,Basic,14.99,No,
1711,2/19/2024,Basic,14.99,Yes,12/31/2024
1712,1/22/2023,Basic,14.99,No,
1713,11/29/2023,Standard,29.99,Yes,2/1/2024
1714,6/25/2023,Standard,29.99,No,
1715,9/24/2024,Standard,29.99,No,
1716,4/16/2024,Basic,14.99,Yes,12/31/2024
1717,12/7/2024,Basic,14.99,No,
1718,1/6/2024,Basic,14.99,No,
1719,4/1/2023,Basic,14.99,No,
1720,3/23/2024,Premium,49.99,No,
1721,4/19/2023,Premium,49.99,Yes,11/9/2024
1722,9/7/2023,Standard,29.99,Yes,12/31/2024
1723,3/22/2024,Basic,14.99,No,
1724,8/26/2024,Basic,14.99,No,
1725,2/15/2024,Standard,29.99,Yes,4/19/2024
1726,6/20/2024,Basic,14.99,No,
1727,3/22/2023,Basic,14.99,No,
1728,2/10/2024,Standard,29.99,No,
1729,11/14/2023,Basic,14.99,Yes,12/31/2024
1730,12/14/2023,Basic,14.99,No,
1731,8/15/2023,Standard,29.99,Yes,3/20/2024
1732,12/8/2023,Standard,29.99,Yes,3/12/2024
1733,6/22/2023,Standard,29.99,No,
1734,3/20/2023,Standard,29.99,No,
1735,6/6/2024,Premium,49.99,Yes,12/31/2024
1736,10/10/2024,Basic,14.99,No,
1737,4/27/2023,Basic,14.99,No,
1738,6/27/2024,Standard,29.99,No,
1739,6/6/2024,Premium,49.99,No,
1740,7/18/2023,Standard,29.99,No,
1741,12/24/2023,Premium,49.99,Yes,12/31/2024
1742,12/26/2023,Basic,14.99,Yes,10/17/2024
1743,10/22/2024,Basic,14.99,No,
1744,6/1/2023,Basic,14.99,Yes,12/31/2024
1745,8/30/2023,Basic,14.99,No,
1746,4/16/2023,Basic,14.99,No,
1747,5/30/2023,Premium,49.99,No,
1748,9/20/2023,Basic,14.99,No,
1749,7/22/2023,Standard,29.99,No,
1750,6/27/2023,Standard,29.99,No,
1751,9/8/2024,Standard,29.99,No,
1752,6/6/2023,Premium,49.99,No,
1753,11/2/2024,Standard,29.99,Yes,12/31/2024
1754,3/19/2023,Basic,14.99,No,
1755,7/1/2023,Premium,49.99,No,
1756,10/5/2024,Basic,14.99,No,
1757,5/20/2024,Standard,29.99,No,
1758,4/20/2024,Standard,29.99,Yes,5/29/2024
1759,7/31/2024,Basic,14.99,No,
1760,8/16/2024,Basic,14.99,No,
1761,4/4/2024,Standard,29.99,No,
1762,11/28/2024,Basic,14.99,No,
1763,8/1/2024,Basic,14.99,No,
1764,10/20/2024,Basic,14.99,Yes,12/31/2024
1765,10/12/2024,Premium,49.99,Yes,12/31/2024
1766,10/1/2024,Basic,14.99,Yes,12/31/2024
1767,11/27/2023,Standard,29.99,Yes,12/31/2024
1768,10/4/2024,Basic,14.99,Yes,12/31/2024
1769,11/20/2023,Standard,29.99,Yes,5/1/2024
1770,6/4/2023,Standard,29.99,No,
1771,3/26/2024,Basic,14.99,No,
1772,3/11/2023,Standard,29.99,Yes,7/10/2023
1773,4/25/2024,Standard,29.99,No,
1774,3/28/2024,Standard,29.99,No,
1775,10/8/2024,Basic,14.99,No,
1776,11/7/2023,Basic,14.99,Yes,12/31/2024
1777,10/9/2023,Standard,29.99,No,
1778,8/28/2024,Basic,14.99,Yes,12/31/2024
1779,2/27/2023,Standard,29.99,Yes,8/29/2024
1780,12/27/2023,Basic,14.99,No,
1781,6/3/2024,Basic,14.99,No,
1782,3/17/2023,Standard,29.99,No,
1783,11/14/2023,Basic,14.99,No,
1784,4/17/2024,Premium,49.99,No,
1785,4/7/2024,Standard,29.99,No,
1786,2/8/2023,Standard,29.99,No,
1787,2/28/2023,Basic,14.99,Yes,6/10/2024
1788,1/13/2024,Premium,49.99,No,
1789,10/21/2023,Premium,49.99,Yes,8/22/2024
1790,3/20/2023,Basic,14.99,No,
1791,10/22/2024,Basic,14.99,No,
1792,4/3/2023,Premium,49.99,Yes,12/16/2024
1793,9/21/2024,Premium,49.99,Yes,12/31/2024
1794,8/31/2024,Premium,49.99,No,
1795,6/3/2024,Premium,49.99,Yes,9/4/2024
1796,1/29/2024,Standard,29.99,No,
1797,4/18/2024,Standard,29.99,No,
1798,8/17/2024,Basic,14.99,Yes,12/31/2024
1799,7/21/2024,Basic,14.99,No,
1800,2/12/2023,Basic,14.99,No,
1801,4/5/2024,Basic,14.99,No,
1802,8/8/2024,Basic,14.99,No,
1803,10/29/2024,Basic,14.99,Yes,12/31/2024
1804,7/12/2023,Basic,14.99,No,
1805,11/26/2023,Basic,14.99,No,
1806,9/11/2024,Standard,29.99,No,
1807,5/2/2024,Basic,14.99,No,
1808,5/28/2024,Basic,14.99,No,
1809,6/4/2023,Basic,14.99,No,
1810,3/5/2023,Premium,49.99,Yes,12/31/2024
1811,4/6/2024,Standard,29.99,No,
1812,4/16/2023,Basic,14.99,No,
1813,12/18/2023,Premium,49.99,Yes,5/21/2024
1814,3/28/2023,Standard,29.99,No,
1815,5/31/2024,Standard,29.99,No,
1816,10/23/2024,Basic,14.99,No,
1817,6/26/2023,Premium,49.99,No,
1818,2/10/2023,Basic,14.99,No,
1819,9/11/2023,Basic,14.99,Yes,2/12/2024
1820,12/25/2024,Standard,29.99,No,
1821,3/24/2024,Basic,14.99,No,
1822,3/25/2024,Basic,14.99,No,
1823,6/20/2024,Standard,29.99,No,
1824,6/19/2024,Standard,29.99,Yes,8/2/2024
1825,9/16/2024,Basic,14.99,No,
1826,6/12/2023,Basic,14.99,No,
1827,1/8/2024,Basic,14.99,No,
1828,1/17/2024,Standard,29.99,No,
1829,10/17/2023,Standard,29.99,No,
1830,2/1/2024,Premium,49.99,No,
1831,2/23/2024,Basic,14.99,No,
1832,12/13/2023,Basic,14.99,Yes,12/17/2024
1833,11/26/2024,Basic,14.99,No,
1834,9/4/2024,Basic,14.99,Yes,12/31/2024
1835,2/23/2023,Basic,14.99,No,
1836,10/8/2024,Basic,14.99,No,
1837,10/24/2024,Basic,14.99,No,
1838,12/9/2023,Standard,29.99,No,
1839,3/9/2023,Standard,29.99,No,
1840,12/4/2023,Basic,14.99,No,
1841,4/7/2023,Basic,14.99,No,
1842,7/25/2024,Basic,14.99,Yes,12/31/2024
1843,11/25/2024,Premium,49.99,No,
1844,1/31/2024,Standard,29.99,No,
1845,10/18/2023,Basic,14.99,Yes,2/8/2024
1846,9/16/2023,Standard,29.99,Yes,12/31/2024
1847,11/3/2024,Standard,29.99,No,
1848,9/9/2024,Premium,49.99,No,
1849,6/3/2023,Standard,29.99,No,
1850,12/8/2023,Standard,29.99,Yes,12/31/2024
1851,3/25/2023,Basic,14.99,No,
1852,8/19/2024,Premium,49.99,No,
1853,11/10/2024,Premium,49.99,Yes,12/31/2024
1854,5/25/2023,Basic,14.99,No,
1855,12/25/2023,Premium,49.99,No,
1856,11/14/2023,Basic,14.99,No,
1857,11/2/2024,Premium,49.99,No,
1858,12/16/2024,Basic,14.99,No,
1859,11/9/2024,Standard,29.99,No,
1860,2/6/2024,Basic,14.99,No,
1861,5/13/2023,Premium,49.99,No,
1862,9/1/2024,Basic,14.99,No,
1863,12/26/2024,Basic,14.99,No,
1864,3/28/2023,Standard,29.99,No,
1865,11/14/2023,Premium,49.99,No,
1866,7/26/2024,Premium,49.99,Yes,12/31/2024
1867,1/21/2024,Basic,14.99,No,
1868,10/20/2024,Standard,29.99,No,
1869,12/3/2023,Basic,14.99,No,
1870,5/11/2023,Premium,49.99,Yes,9/4/2023
1871,11/17/2024,Basic,14.99,No,
1872,12/20/2024,Standard,29.99,Yes,12/31/2024
1873,12/2/2024,Standard,29.99,No,
1874,6/23/2024,Premium,49.99,No,
1875,4/6/2023,Premium,49.99,No,
1876,10/23/2024,Standard,29.99,No,
1877,11/17/2024,Premium,49.99,Yes,12/31/2024
1878,3/9/2024,Basic,14.99,No,
1879,6/4/2024,Premium,49.99,Yes,12/31/2024
1880,1/6/2024,Premium,49.99,Yes,12/31/2024
1881,1/19/2023,Basic,14.99,No,
1882,1/7/2024,Standard,29.99,No,
1883,11/13/2023,Premium,49.99,Yes,2/29/2024
1884,7/4/2023,Basic,14.99,No,
1885,8/8/2023,Standard,29.99,No,
1886,12/16/2023,Premium,49.99,No,
1887,5/12/2024,Standard,29.99,Yes,12/31/2024
1888,7/16/2023,Standard,29.99,No,
1889,8/20/2023,Premium,49.99,No,
1890,5/21/2023,Standard,29.99,No,
1891,6/8/2023,Premium,49.99,No,
1892,3/21/2023,Premium,49.99,No,
1893,10/30/2023,Basic,14.99,No,
1894,4/14/2023,Basic,14.99,No,
1895,6/3/2024,Standard,29.99,No,
1896,7/6/2024,Basic,14.99,No,
1897,6/23/2024,Basic,14.99,Yes,9/26/2024
1898,2/8/2023,Basic,14.99,No,
1899,11/8/2024,Premium,49.99,No,
1900,12/11/2023,Basic,14.99,Yes,1/27/2024
1901,9/24/2024,Standard,29.99,Yes,12/31/2024
1902,5/15/2023,Standard,29.99,No,
1903,9/3/2024,Basic,14.99,No,
1904,1/21/2024,Standard,29.99,Yes,4/29/2024
1905,6/7/2023,Basic,14.99,Yes,12/31/2024
1906,6/16/2023,Basic,14.99,No,
1907,7/5/2023,Premium,49.99,No,
1908,12/10/2024,Basic,14.99,No,
1909,10/1/2024,Standard,29.99,No,
1910,6/19/2023,Premium,49.99,Yes,2/24/2024
1911,3/24/2024,Standard,29.99,No,
1912,2/14/2023,Standard,29.99,Yes,12/18/2024
1913,2/25/2024,Basic,14.99,No,
1914,1/9/2024,Basic,14.99,No,
1915,11/23/2024,Premium,49.99,No,
1916,9/1/2023,Premium,49.99,Yes,10/20/2023
1917,3/30/2024,Premium,49.99,Yes,8/19/2024
1918,9/17/2024,Basic,14.99,Yes,12/18/2024
1919,10/19/2023,Basic,14.99,Yes,12/9/2023
1920,4/4/2024,Premium,49.99,No,
1921,8/28/2023,Standard,29.99,No,
1922,6/30/2024,Premium,49.99,No,
1923,9/2/2023,Standard,29.99,No,
1924,11/13/2023,Basic,14.99,No,
1925,4/25/2024,Premium,49.99,No,
1926,7/18/2023,Standard,29.99,No,
1927,1/12/2024,Basic,14.99,Yes,12/31/2024
1928,11/25/2024,Basic,14.99,Yes,12/31/2024
1929,8/7/2024,Basic,14.99,No,
1930,3/27/2024,Basic,14.99,No,
1931,4/17/2024,Standard,29.99,No,
1932,10/16/2023,Premium,49.99,No,
1933,1/27/2024,Premium,49.99,Yes,5/14/2024
1934,5/29/2024,Premium,49.99,No,
1935,6/24/2024,Standard,29.99,No,
1936,3/4/2024,Standard,29.99,No,
1937,6/15/2023,Basic,14.99,No,
1938,7/24/2023,Premium,49.99,No,
1939,9/11/2024,Basic,14.99,No,
1940,5/22/2023,Basic,14.99,No,
1941,9/14/2023,Standard,29.99,Yes,11/5/2023
1942,2/23/2023,Basic,14.99,No,
1943,10/18/2024,Premium,49.99,No,
1944,5/7/2024,Basic,14.99,Yes,8/13/2024
1945,1/16/2024,Basic,14.99,No,
1946,7/21/2024,Basic,14.99,No,
1947,4/16/2023,Basic,14.99,No,
1948,12/29/2024,Basic,14.99,No,
1949,6/12/2024,Basic,14.99,Yes,12/31/2024
1950,5/8/2023,Premium,49.99,No,
1951,10/19/2023,Premium,49.99,No,
1952,3/27/2023,Standard,29.99,No,
1953,6/14/2023,Premium,49.99,No,
1954,10/7/2023,Premium,49.99,No,
1955,4/5/2024,Standard,29.99,Yes,12/31/2024
1956,6/9/2024,Standard,29.99,No,
1957,5/31/2023,Premium,49.99,No,
1958,3/23/2024,Standard,29.99,No,
1959,4/4/2023,Standard,29.99,Yes,12/15/2024
1960,8/16/2023,Basic,14.99,Yes,11/8/2024
1961,4/6/2024,Basic,14.99,No,
1962,12/24/2023,Basic,14.99,No,
1963,1/28/2023,Premium,49.99,No,
1964,2/29/2024,Basic,14.99,Yes,6/25/2024
1965,2/24/2023,Basic,14.99,No,
1966,2/10/2024,Basic,14.99,No,
1967,5/29/2024,Basic,14.99,No,
1968,1/18/2024,Basic,14.99,No,
1969,8/30/2023,Premium,49.99,Yes,8/11/2024
1970,1/31/2024,Standard,29.99,Yes,12/27/2024
1971,3/25/2023,Basic,14.99,No,
1972,1/19/2024,Standard,29.99,No,
1973,8/18/2023,Standard,29.99,Yes,7/19/2024
1974,1/29/2023,Basic,14.99,No,
1975,11/23/2023,Standard,29.99,No,
1976,4/12/2023,Premium,49.99,Yes,5/26/2023
1977,10/27/2024,Basic,14.99,No,
1978,12/10/2023,Basic,14.99,No,
1979,5/30/2023,Standard,29.99,No,
1980,5/21/2023,Standard,29.99,No,
1981,2/9/2023,Basic,14.99,No,
1982,10/21/2023,Standard,29.99,No,
1983,4/28/2024,Basic,14.99,No,
1984,12/13/2024,Standard,29.99,No,
1985,5/23/2023,Premium,49.99,No,
1986,12/23/2024,Standard,29.99,No,
1987,4/25/2024,Basic,14.99,No,
1988,4/4/2024,Basic,14.99,No,
1989,9/22/2024,Basic,14.99,Yes,12/31/2024
1990,1/6/2023,Standard,29.99,No,
1991,3/23/2023,Basic,14.99,No,
1992,1/20/2023,Basic,14.99,No,
1993,9/20/2023,Standard,29.99,Yes,11/14/2023
1994,8/9/2023,Basic,14.99,No,
1995,6/3/2023,Basic,14.99,No,
1996,7/15/2024,Basic,14.99,No,
1997,9/15/2024,Premium,49.99,No,
1998,6/24/2024,Premium,49.99,No,
1999,3/9/2024,Standard,29.99,No,
2000,4/24/2023,Standard,29.99,No,
2001,10/23/2023,Basic,14.99,Yes,2/16/2024
2002,9/1/2023,Basic,14.99,No,
2003,11/5/2023,Premium,49.99,No,
2004,5/5/2023,Basic,14.99,No,
2005,2/18/2023,Standard,29.99,No,
2006,9/2/2023,Standard,29.99,No,
2007,3/5/2024,Standard,29.99,No,
